Text,Category,Label,KG_Sent1,KG_Sent2
"Just some of the acts i've seen live in Concert, not at any festival or event. The love i've got for music is mad!",entertainment,1,"Just some of the acts i've seen live in Concert, not at any festival or event. The love i've got for music is mad!","Just some of the acts i've seen live in Concert, not at any festival or event. The love i've got for music is mad!"
"RT @txtonnews: 🦊 : I've seen (BTS) Sunbaenims a lot during trainee..RM, Suga and Hope sunbaenims..and I've heard a lot of their Cyphers!

🦊…",entertainment,1,"RT @txtonnews: 🦊 : I've seen (BTS) Sunbaenims a lot during trainee..RM, Suga(South Korean rapper) and Hope sunbaenims..and I've heard a lot of their Cyphers! 🦊…","RT @txtonnews: 🦊 : I've seen (BTS) Sunbaenims a lot during trainee..RM, South Korean rapper and Hope sunbaenims..and I've heard a lot of their Cyphers! 🦊…"
"RT @cmutena: Hey there #SpecialNeeds fam:

If we were to have the most ideal medical package, what would you like it to entail? What servic…",medical,2,"RT @cmutena: Hey there #SpecialNeeds fam: If we were to have the most ideal medical package, what would you like it to entail? What servic…","RT @cmutena: Hey there #SpecialNeeds fam: If we were to have the most ideal medical package, what would you like it to entail? What servic…"
"RT @BBCSport: What a great idea! 👏

Roger Federer, Serena Williams &amp; Rafael Nadal are set to play in a fundraising match in Australia to ra…",sports,0,"RT @BBCSport: What a great idea! 👏 Roger Federer, Serena Williams &amp; Rafael Nadal(Spanish tennis player) are set to play in a fundraising match in Australia to ra…","RT @BBCSport: What a great idea! 👏 Roger Federer, Serena Williams &amp; Spanish tennis player are set to play in a fundraising match in Australia to ra…"
RT @DrDanielJHughes: @AdamJanuszewski providing an overview of medical leadership and management and his experience as an @FMLM_UK fellow t…,medical,2,RT @DrDanielJHughes: @AdamJanuszewski providing an overview of medical leadership and management and his experience as an @FMLM_UK fellow t…,RT @DrDanielJHughes: @AdamJanuszewski providing an overview of medical leadership and management and his experience as an @FMLM_UK fellow t…
"RT @asiannyy: LOOKING FOR MEDICAL VOLUNTEERS 
• Internal Medicine/Gen Physician
• Pediatrician
• Ob-gyne
• Pharmacist 

We would appreciate…",medical,2,RT @asiannyy: LOOKING FOR MEDICAL VOLUNTEERS • Internal Medicine/(Medical specialty)Gen Physician • Pediatrician • Ob-gyne • Pharmacist We would appreciate…,RT @asiannyy: LOOKING FOR MEDICAL VOLUNTEERS • Medical specialtyGen Physician • Pediatrician • Ob-gyne • Pharmacist We would appreciate…
@ChanceHogan1 I like what I see on the timeline today people getting black pilled about id politics in real time lol,politics,3,@ChanceHogan1 I like what I see on the timeline today people getting black pilled about id politics in real time lol,@ChanceHogan1 I like what I see on the timeline today people getting black pilled about id politics in real time lol
RT @bbhcheol: this is when mingyu told the crowd to put their phones down because everyone was recording the whole concert and not singing…,entertainment,1,RT @bbhcheol: this is when mingyu told the crowd to put their phones down because everyone was recording the whole concert and not singing…,RT @bbhcheol: this is when mingyu told the crowd to put their phones down because everyone was recording the whole concert and not singing…
RT @ABCPolitics: Bernie Sanders builds momentum with progressive groups ahead of the Iowa caucus. https://t.co/qIR2ViQbNZ,politics,3,RT @ABCPolitics: Bernie Sanders(United States Senator) builds momentum with progressive groups ahead of the Iowa caucus. https://t.co/qIR2ViQbNZ,RT @ABCPolitics: United States Senator builds momentum with progressive groups ahead of the Iowa caucus. https://t.co/qIR2ViQbNZ
"RT @Michael_Heaver: Last time UK MEPs will ever trek to EU Parl in Strasbourg. 

Truly historic. Your votes made this happen. We have chang…",politics,3,RT @Michael_Heaver: Last time UK MEPs will ever trek to EU Parl in Strasbourg. Truly historic. Your votes made this happen. We have chang…,RT @Michael_Heaver: Last time UK MEPs will ever trek to EU Parl in Strasbourg. Truly historic. Your votes made this happen. We have chang…
"RT @DrEmmaLJohnston: Many thanks to our Science Minister @karenandrewsmp for moving Australia forward on climate: ""Every second we spend di…",politics,3,"RT @DrEmmaLJohnston: Many thanks to our Science Minister @karenandrewsmp for moving Australia forward on climate: ""Every second we spend di…","RT @DrEmmaLJohnston: Many thanks to our Science Minister @karenandrewsmp for moving Australia forward on climate: ""Every second we spend di…"
"RT @CNN: Sen. Sanders is encouraging Cardi B to run for office, the latest exchange of compliments and support between the unlikely duo. ""S…",politics,3,"RT @CNN: Sen. Sanders(Former White House Press Secretary) is encouraging Cardi B(Song by Bruno Mars) to run for office, the latest exchange of compliments and support between the unlikely duo. ""S…","RT @CNN: Sen. Former White House Press Secretary is encouraging Song by Bruno Mars to run for office, the latest exchange of compliments and support between the unlikely duo. ""S…"
"Seeking insights on Arizona's medical cannabis market. Hoping to speak with businesses, patients, advocates, lawmak… https://t.co/0UmAXigKrT",medical,2,"Seeking insights on Arizona's medical cannabis market. Hoping to speak with businesses, patients, advocates, lawmak… https://t.co/0UmAXigKrT","Seeking insights on Arizona's medical cannabis market. Hoping to speak with businesses, patients, advocates, lawmak… https://t.co/0UmAXigKrT"
"RT @DrHarjitBhatti: White coat march against CAA-NRC-NPR at AMU. Hundreds of Allopathic, Dental, Ayurvedic, Homeopathic doctors &amp; nurses to…",medical,2,"RT @DrHarjitBhatti: White coat march against CAA-NRC-NPR at AMU(Unit of mass). Hundreds of Allopathic, Dental, Ayurvedic, Homeopathic(Degree) doctors &amp; nurses to…","RT @DrHarjitBhatti: White coat march against CAA-NRC-NPR at Unit of mass. Hundreds of Allopathic, Dental, Ayurvedic, Degree doctors &amp; nurses to…"
RT @chrisdelia: Not only will I wear nike w adidas I will ALSO wear a puma hat AND a Reebok tennis skirt fuck all this shit.,sports,0,RT @chrisdelia: Not only will I wear nike w adidas I will ALSO wear a puma hat AND a Reebok(Sporting goods company) tennis skirt fuck all this shit.,RT @chrisdelia: Not only will I wear nike w adidas I will ALSO wear a puma hat AND a Sporting goods company tennis skirt fuck all this shit.
RT @deborahdoug: The awaited Paterson Inquiry will be published on the 4th Feb. This is an important report that will tell the stories of o…,medical,2,RT @deborahdoug: The awaited Paterson Inquiry will be published on the 4th Feb. This is an important report that will tell the stories of o…,RT @deborahdoug: The awaited Paterson Inquiry will be published on the 4th Feb. This is an important report that will tell the stories of o…
"RT @ScotsmanSport: ""It’s a huge honour to even be considered for the 2019 Associate Player of the Year award. I certainly didn’t expect to…",sports,0,"RT @ScotsmanSport: ""It’s a huge honour to even be considered for the 2019 Associate Player of the Year award. I certainly didn’t expect to…","RT @ScotsmanSport: ""It’s a huge honour to even be considered for the 2019 Associate Player of the Year award. I certainly didn’t expect to…"
"I once found a drunk woman wandering alone in a parking lot after a concert and by pretending to be an idiot, was a… https://t.co/3plKvCA4uc",entertainment,1,"I once found a drunk woman wandering alone in a parking lot after a concert and by pretending to be an idiot, was a… https://t.co/3plKvCA4uc","I once found a drunk woman wandering alone in a parking lot after a concert and by pretending to be an idiot, was a… https://t.co/3plKvCA4uc"
"RT @svaradarajan: Poor Medical Care for Prisoners Explains Why Number of Custodial Deaths Is Only Rising, @sukanyashantha reports https://t…",medical,2,"RT @svaradarajan: Poor Medical Care for Prisoners Explains Why Number of Custodial Deaths Is Only Rising, @sukanyashantha reports https://t…","RT @svaradarajan: Poor Medical Care for Prisoners Explains Why Number of Custodial Deaths Is Only Rising, @sukanyashantha reports https://t…"
RT @Emolclause: #BREAKING:New documents shows #Giuliani's associates had Amb Yovanovich UNDER SURVEILLANCE in Ukraine and were communicatin…,politics,3,RT @Emolclause: #BREAKING:New documents shows #Giuliani(Former Mayor of New York City)'s associates had Amb Yovanovich UNDER SURVEILLANCE in Ukraine and were communicatin…,RT @Emolclause: #BREAKING:New documents shows #Former Mayor of New York City's associates had Amb Yovanovich UNDER SURVEILLANCE in Ukraine and were communicatin…
@BrunoMars I think @CharlieWilson has laid out in this song a good skit for 🎶Calling all my lovelies🎶 at the next c… https://t.co/YOA8LrVu1l,entertainment,1,@BrunoMars I think @CharlieWilson(2007 film) has laid out in this song a good skit for 🎶Calling all my lovelies🎶 at the next c… https://t.co/YOA8LrVu1l,@BrunoMars I think 2007 film has laid out in this song a good skit for 🎶Calling all my lovelies🎶 at the next c… https://t.co/YOA8LrVu1l
"RT @CrackedMasalu: I want @akshaykumar to do a such a bad*ss movie 🔥🕺
Ravi Teja mass 🔥
#DiscoRaja https://t.co/DrIlaDfUng",entertainment,1,RT @CrackedMasalu: I want @akshaykumar to do a such a bad*ss movie 🔥🕺 Ravi Teja mass 🔥 #DiscoRaja https://t.co/DrIlaDfUng,RT @CrackedMasalu: I want @akshaykumar to do a such a bad*ss movie 🔥🕺 Ravi Teja mass 🔥 #DiscoRaja https://t.co/DrIlaDfUng
"RT @taesqueenuwu: 'We were able to think alot about the healing process of our souls through things we cherish, for example if we were to h…",entertainment,1,"RT @taesqueenuwu: 'We were able to think alot about the healing process of our souls through things we cherish, for example if we were to h…","RT @taesqueenuwu: 'We were able to think alot about the healing process of our souls through things we cherish, for example if we were to h…"
@rfhyde1 the only seat you deserve...one at your local dive bar. There are enough greedy scumbags in politics and y… https://t.co/TBFELvHX1b,politics,3,@rfhyde1 the only seat you deserve...one at your local dive bar. There are enough greedy scumbags in politics and y… https://t.co/TBFELvHX1b,@rfhyde1 the only seat you deserve...one at your local dive bar. There are enough greedy scumbags in politics and y… https://t.co/TBFELvHX1b
"RT @EuropeanPenguin: “Whether [#LiarJohnson] had misunderstood the agreement he had signed or was indeed lying to the public, the text of t…",politics,3,"RT @EuropeanPenguin: “Whether [#LiarJohnson] had misunderstood the agreement he had signed or was indeed lying to the public, the text of t…","RT @EuropeanPenguin: “Whether [#LiarJohnson] had misunderstood the agreement he had signed or was indeed lying to the public, the text of t…"
"RT @visualseok_: "" for example, if we were to have a concert, seeing our fans, ARMY, smile would heal our souls. "" - 2020, taehyung 🥺 @BTS_…",entertainment,1,"RT @visualseok_: "" for example, if we were to have a concert, seeing our fans, ARMY, smile would heal our souls. "" - 2020, taehyung 🥺 @BTS_…","RT @visualseok_: "" for example, if we were to have a concert, seeing our fans, ARMY, smile would heal our souls. "" - 2020, taehyung 🥺 @BTS_…"
@ACNI2012 @TheToka920 Never knew having 1 or 2 followers had anything to do with reality...Malinga has never been s… https://t.co/SSmLS18O4k,sports,0,@ACNI2012 @TheToka920 Never knew having 1 or 2 followers had anything to do with reality...Malinga(Sri Lankan cricketer) has never been s… https://t.co/SSmLS18O4k,@ACNI2012 @TheToka920 Never knew having 1 or 2 followers had anything to do with reality...Sri Lankan cricketer has never been s… https://t.co/SSmLS18O4k
Na CNN New York USA pa nga. Thank you idol @marcelitopomoy8! &amp; @CNN for featuring my tweet! Waaah! It feels great!… https://t.co/zfwg7DITfy,entertainment,1,Na CNN New York USA pa nga. Thank you idol @marcelitopomoy8! &amp; @CNN for featuring my tweet! Waaah(2018 film)! It feels great!… https://t.co/zfwg7DITfy,Na CNN New York USA pa nga. Thank you idol @marcelitopomoy8! &amp; @CNN for featuring my tweet! 2018 film! It feels great!… https://t.co/zfwg7DITfy
I'm a whore for medical prescriptions 😝,medical,2,I'm a whore for medical prescriptions 😝,I'm a whore for medical prescriptions 😝
RT @BethPaintings: Check out Womens Nike Dri Fit Skort Skirt Tennis Black Size Medium (8-10) #Nike #ActivewearSkorts https://t.co/mQzcZ3gzB…,sports,0,RT @BethPaintings: Check out Womens Nike(Footwear manufacturing company) Dri Fit Skort Skirt Tennis Black Size Medium (8-10) #Nike(Footwear manufacturing company) #ActivewearSkorts https://t.co/mQzcZ3gzB…,RT @BethPaintings: Check out Womens Footwear manufacturing company Dri Fit Skort Skirt Tennis Black Size Medium (8-10) #Footwear manufacturing company #ActivewearSkorts https://t.co/mQzcZ3gzB…
Christian music has had copyright issues for decades. For a lot of these newer worship bands (hillsong/elevation/et… https://t.co/BFDgZKkA4T,entertainment,1,Christian music has had copyright issues for decades. For a lot of these newer worship bands (hillsong/elevation/et… https://t.co/BFDgZKkA4T,Christian music has had copyright issues for decades. For a lot of these newer worship bands (hillsong/elevation/et… https://t.co/BFDgZKkA4T
RT @oprahmagazine: Serena Williams Donates Tennis Prize Money to Australian Wildfire Relief https://t.co/1gB9EMgIEB,sports,0,RT @oprahmagazine: Serena Williams(American tennis player) Donates Tennis Prize Money to Australian Wildfire Relief https://t.co/1gB9EMgIEB,RT @oprahmagazine: American tennis player Donates Tennis Prize Money to Australian Wildfire Relief https://t.co/1gB9EMgIEB
"RT @PWF61: 200111 KPOP SUPER CONCERT IN HANOI

#찬열 #CHANYEOL #チャニョル #朴灿烈 #EXO_SC #EXO     
@weareoneEXO https://t.co/5zlwa41Bp6",entertainment,1,RT @PWF61: 200111 KPOP SUPER CONCERT IN HANOI #찬열 #CHANYEOL #チャニョル #朴灿烈 #EXO_SC #EXO @weareoneEXO https://t.co/5zlwa41Bp6,RT @PWF61: 200111 KPOP SUPER CONCERT IN HANOI #찬열 #CHANYEOL #チャニョル #朴灿烈 #EXO_SC #EXO @weareoneEXO https://t.co/5zlwa41Bp6
"Patsy Mink was rejected by every medical school she applied to bc she was a woman. So, she became a lawyer and got… https://t.co/lQhlvex9Tj",medical,2,"Patsy Mink(American attorney) was rejected by every medical school she applied to bc she was a woman. So, she became a lawyer and got… https://t.co/lQhlvex9Tj","American attorney was rejected by every medical school she applied to bc she was a woman. So, she became a lawyer and got… https://t.co/lQhlvex9Tj"
"RT @secretcamera: @ebony_bennett @simonahac Concerts cancelled

https://t.co/K6IEtM7zrg

https://t.co/QRxcYWMF3l

Sporting events cancelled…",sports,0,RT @secretcamera: @ebony_bennett @simonahac Concerts cancelled https://t.co/K6IEtM7zrg https://t.co/QRxcYWMF3l Sporting events cancelled…,RT @secretcamera: @ebony_bennett @simonahac Concerts cancelled https://t.co/K6IEtM7zrg https://t.co/QRxcYWMF3l Sporting events cancelled…
"Bag 500 Customisation
Another job hot off the press.
What are you having on yours
#emssupplies #firstaidsupplies… https://t.co/IcQIMbuG8a",medical,2,Bag 500 Customisation Another job hot off the press. What are you having on yours #emssupplies #firstaidsupplies… https://t.co/IcQIMbuG8a,Bag 500 Customisation Another job hot off the press. What are you having on yours #emssupplies #firstaidsupplies… https://t.co/IcQIMbuG8a
"- @EquipNet  Online #Auction - January 16, 2020

Medtronic Site Closure! 

450+ Lots of Metrology ,Machining, Injec… https://t.co/KOjORGWdkR",medical,2,"- @EquipNet Online #Auction - January 16, 2020 Medtronic Site Closure! 450+ Lots of Metrology ,Machining, Injec… https://t.co/KOjORGWdkR","- @EquipNet Online #Auction - January 16, 2020 Medtronic Site Closure! 450+ Lots of Metrology ,Machining, Injec… https://t.co/KOjORGWdkR"
"RT @KKRiders: They roar, they smile, they celebrate 🦁🙂🙌

The process is called learning and our #JuniorKnights are doing an exceptional job…",sports,0,"RT @KKRiders: They roar, they smile, they celebrate 🦁🙂🙌 The process is called learning and our #JuniorKnights are doing an exceptional job…","RT @KKRiders: They roar, they smile, they celebrate 🦁🙂🙌 The process is called learning and our #JuniorKnights are doing an exceptional job…"
After #FDA committees voted 27-0 against recommending the NDA for oxycodogel (formerly NKTR-181) for treating chron… https://t.co/5a8rT7rsnA,medical,2,After #FDA(Domestic airline) committees voted 27-0 against recommending the NDA(Government recruitment exam) for oxycodogel (formerly NKTR-181) for treating chron… https://t.co/5a8rT7rsnA,After #Domestic airline committees voted 27-0 against recommending the Government recruitment exam for oxycodogel (formerly NKTR-181) for treating chron… https://t.co/5a8rT7rsnA
RT @NeilFlochMD: Medical Students Around the World Poorly Trained in Nutrition | Medical Education and Training | JAMA | JAMA Network https…,medical,2,RT @NeilFlochMD: Medical Students Around the World Poorly Trained in Nutrition | Medical Education and Training | JAMA | JAMA Network https…,RT @NeilFlochMD: Medical Students Around the World Poorly Trained in Nutrition | Medical Education and Training | JAMA | JAMA Network https…
"Register for Camp Congress for Girls NYC 2020 on Mar 1. Girls learn about US politics, run for office, vote &amp; pass… https://t.co/8XPKDM96ct",politics,3,"Register for Camp Congress for Girls NYC 2020 on Mar 1. Girls learn about US politics, run for office, vote &amp; pass… https://t.co/8XPKDM96ct","Register for Camp Congress for Girls NYC 2020 on Mar 1. Girls learn about US politics, run for office, vote &amp; pass… https://t.co/8XPKDM96ct"
Thursday tennis Best Bets of the Day https://t.co/Xxg0CHqOIA https://t.co/KmWXcYRE7M,sports,0,Thursday tennis Best Bets of the Day https://t.co/Xxg0CHqOIA https://t.co/KmWXcYRE7M,Thursday tennis Best Bets of the Day https://t.co/Xxg0CHqOIA https://t.co/KmWXcYRE7M
Best movie in 2020 until now 😂👏🏻 https://t.co/UF4QCeeUDL,entertainment,1,Best movie in 2020 until now 😂👏🏻 https://t.co/UF4QCeeUDL,Best movie in 2020 until now 😂👏🏻 https://t.co/UF4QCeeUDL
RT @PoonambenMaadam: It was wonderful to hear the melodious voice of @shreyaghoshal at the Grand Musical Evening organized by Alumni of M.P…,medical,2,RT @PoonambenMaadam: It was wonderful to hear the melodious voice of @shreyaghoshal at the Grand Musical Evening organized by Alumni of M.P…,RT @PoonambenMaadam: It was wonderful to hear the melodious voice of @shreyaghoshal at the Grand Musical Evening organized by Alumni of M.P…
The Rock and Roll Hall of Fame 2020 inductees are... https://t.co/yY4cV1DnQ1,entertainment,1,The Rock and Roll Hall of Fame(American musician) 2020 inductees are... https://t.co/yY4cV1DnQ1,American musician 2020 inductees are... https://t.co/yY4cV1DnQ1
"There will be a meeting on Friday, January 17th right after school for any girls 7th-12th grade who are interested… https://t.co/OpNC5f88MH",sports,0,"There will be a meeting on Friday, January 17th right after school for any girls 7th-12th grade who are interested… https://t.co/OpNC5f88MH","There will be a meeting on Friday, January 17th right after school for any girls 7th-12th grade who are interested… https://t.co/OpNC5f88MH"
RT @LEEPELIKS: Ya'll this army gave up her concert fund to donate for the victims of #TaalErruption2020 This girl deserves to see Bangtan @…,entertainment,1,RT @LEEPELIKS: Ya'll this army gave up her concert fund to donate for the victims of #TaalErruption2020 This girl deserves to see Bangtan @…,RT @LEEPELIKS: Ya'll this army gave up her concert fund to donate for the victims of #TaalErruption2020 This girl deserves to see Bangtan @…
"RT @markjeanes: ""If Scott Morrison has any standards whatsoever for the conduct of his ministers, he must immediately stand down Bridget Mc…",politics,3,"RT @markjeanes: ""If Scott Morrison(Prime Minister of Australia) has any standards whatsoever for the conduct of his ministers, he must immediately stand down Bridget Mc(Book by Morris Gleitzman)…","RT @markjeanes: ""If Prime Minister of Australia has any standards whatsoever for the conduct of his ministers, he must immediately stand down Book by Morris Gleitzman…"
"I am not a big political guy. Politics starts too many fights. But, if you have a sense of humor, this is funny lol https://t.co/sNZ6AhgUpz",politics,3,"I am not a big political guy. Politics starts too many fights. But, if you have a sense of humor, this is funny lol https://t.co/sNZ6AhgUpz","I am not a big political guy. Politics starts too many fights. But, if you have a sense of humor, this is funny lol https://t.co/sNZ6AhgUpz"
"RT @THV11: Rattlesnake Ridge has become a very popular destination for mountain bike enthusiasts

https://t.co/qAC0FuXb4u https://t.co/xOm3…",entertainment,1,RT @THV11: Rattlesnake Ridge(Mountain in Washington State) has become a very popular destination for mountain bike enthusiasts https://t.co/qAC0FuXb4u https://t.co/xOm3…,RT @THV11: Mountain in Washington State has become a very popular destination for mountain bike enthusiasts https://t.co/qAC0FuXb4u https://t.co/xOm3…
RT @TracybBeaker: “My ex is Lewis Capaldi” yeah alright babe n my mum is a famous Hollywood movie star but u don’t hear me going on about i…,entertainment,1,RT @TracybBeaker: “My ex is Lewis Capaldi(Singer-songwriter)” yeah alright babe n my mum is a famous Hollywood movie star but u don’t hear me going on about i…,RT @TracybBeaker: “My ex is Singer-songwriter” yeah alright babe n my mum is a famous Hollywood movie star but u don’t hear me going on about i…
"RT @UofGlasgowASC: As part of the #UofGCallandResponse exhibition @LMcMillan90 has written for the @uofglibrary blog on ""Sally the Midwife:…",medical,2,"RT @UofGlasgowASC: As part of the #UofGCallandResponse exhibition @LMcMillan90 has written for the @uofglibrary blog on ""Sally the Midwife:…","RT @UofGlasgowASC: As part of the #UofGCallandResponse exhibition @LMcMillan90 has written for the @uofglibrary blog on ""Sally the Midwife:…"
"RT @BombshellDAILY: LATEST TRUMP VILLIAN
Congressman Robert Hyde texted a mob-style fix, to assassinate Yovanovitch, to his associate, Lev…",politics,3,"RT @BombshellDAILY: LATEST TRUMP VILLIAN Congressman Robert Hyde(American businessman) texted a mob-style fix, to assassinate Yovanovitch, to his associate, Lev…","RT @BombshellDAILY: LATEST TRUMP VILLIAN Congressman American businessman texted a mob-style fix, to assassinate Yovanovitch, to his associate, Lev…"
"RT @DavidTheNonBot: BREAKING: Barr and Pompeo shift justification for Iran strike from imminent threat to ""deterrence"".  They also said tha…",politics,3,"RT @DavidTheNonBot: BREAKING: Barr(Singer-songwriter) and Pompeo(American actress) shift justification for Iran strike from imminent threat to ""deterrence"". They also said tha…","RT @DavidTheNonBot: BREAKING: Singer-songwriter and American actress shift justification for Iran strike from imminent threat to ""deterrence"". They also said tha…"
"RT @srinivasiyc: Modi shames the office he represents.

A doctor is someone who dedicates their life to save ours. It is a disgrace that Mo…",medical,2,RT @srinivasiyc: Modi shames the office he represents. A doctor is someone who dedicates their life to save ours. It is a disgrace that Mo…,RT @srinivasiyc: Modi shames the office he represents. A doctor is someone who dedicates their life to save ours. It is a disgrace that Mo…
RT @DhanrajNathwani: The #Hitman Rohit Sharma has been a run machine throughout this year winning the @ICC 2019 ODI Cricketer of the Year a…,sports,0,RT @DhanrajNathwani: The #Hitman Rohit Sharma has been a run machine throughout this year winning the @ICC 2019 ODI Cricketer of the Year a…,RT @DhanrajNathwani: The #Hitman Rohit Sharma has been a run machine throughout this year winning the @ICC 2019 ODI Cricketer of the Year a…
thoughts about medical police? is it worth binge watching?,medical,2,thoughts about medical police? is it worth binge watching?,thoughts about medical police? is it worth binge watching?
"Like I said, Gene Roddenberry could return from the grave and call out certain people’s bullshit, and they’d still… https://t.co/jyiGbxQB9M",politics,3,"Like I said, Gene Roddenberry(American television screenwriter) could return from the grave and call out certain people’s bullshit, and they’d still… https://t.co/jyiGbxQB9M","Like I said, American television screenwriter could return from the grave and call out certain people’s bullshit, and they’d still… https://t.co/jyiGbxQB9M"
RT @PianoWeek: Meeting this evening to dot all the i's and cross the T's for our @Martinroscoe1 launch concert on May 7th and for this summ…,entertainment,1,RT @PianoWeek: Meeting this evening to dot all the i's and cross the T's for our @Martinroscoe1 launch concert on May 7th and for this summ…,RT @PianoWeek: Meeting this evening to dot all the i's and cross the T's for our @Martinroscoe1 launch concert on May 7th and for this summ…
"hear ye, hear ye: @npfandos's breakdown of the impeachment trial process is required reading this morning... https://t.co/NrUM7cIHuO",politics,3,"hear ye(Studio album by No Malice), hear ye(Studio album by No Malice): @npfandos's breakdown of the impeachment trial process is required reading this morning... https://t.co/NrUM7cIHuO","Studio album by No Malice, Studio album by No Malice: @npfandos's breakdown of the impeachment trial process is required reading this morning... https://t.co/NrUM7cIHuO"
The senior is one of the most decorated male tennis players to move through northwest Louisiana in the past decade. https://t.co/QOGLbGdbK2,sports,0,The senior is one of the most decorated male tennis players to move through northwest Louisiana in the past decade. https://t.co/QOGLbGdbK2,The senior is one of the most decorated male tennis players to move through northwest Louisiana in the past decade. https://t.co/QOGLbGdbK2
"RT @dma4him: #PardonGenFlynnNow #IStandWithGenFlynn
#FreeFlynnNow #WWG1WGA

Michael Flynn moves to withdraw guilty plea, citing 'bad faith'…",politics,3,"RT @dma4him: #PardonGenFlynnNow #IStandWithGenFlynn #FreeFlynnNow #WWG1WGA Michael Flynn(Former United States National Security Advisor) moves to withdraw guilty plea, citing 'bad faith'…","RT @dma4him: #PardonGenFlynnNow #IStandWithGenFlynn #FreeFlynnNow #WWG1WGA Former United States National Security Advisor moves to withdraw guilty plea, citing 'bad faith'…"
@VijaySethuOffl @ChandaraaArts @CineInnovations @roghanth @akash_megha @Actor_Vivek @jayam_mohanraja… https://t.co/snmrLfYxvY,entertainment,1,@VijaySethuOffl @ChandaraaArts @CineInnovations @roghanth @akash_megha @Actor_Vivek @jayam_mohanraja… https://t.co/snmrLfYxvY,@VijaySethuOffl @ChandaraaArts @CineInnovations @roghanth @akash_megha @Actor_Vivek @jayam_mohanraja… https://t.co/snmrLfYxvY
"RT @benyc: Pelosi to name impeachment managers, House to vote on sending articles to Senate - ABC News - https://t.co/MT7iNmNPwv via @ABC",politics,3,"RT @benyc: Pelosi to name impeachment managers, House to vote on sending articles to Senate - ABC News - https://t.co/MT7iNmNPwv via @ABC","RT @benyc: Pelosi to name impeachment managers, House to vote on sending articles to Senate - ABC News - https://t.co/MT7iNmNPwv via @ABC"
RT @24NewsHD: Hussain Nawaz said latest medical reports of Nawaz Sharif have been submitted. “All legal formalities are being fulfilled reg…,medical,2,RT @24NewsHD: Hussain Nawaz said latest medical reports of Nawaz Sharif(Former Prime Minister of Pakistan) have been submitted. “All legal formalities are being fulfilled reg…,RT @24NewsHD: Hussain Nawaz said latest medical reports of Former Prime Minister of Pakistan have been submitted. “All legal formalities are being fulfilled reg…
"iondissonanceofficial 16 years ago at Club Marque (Worcester, MA)
https://t.co/oSKKNYH0bm

Forever Is Forgotten (39… https://t.co/CpvgaYYBoi",entertainment,1,"iondissonanceofficial 16 years ago at Club Marque (Worcester(City in Massachusetts), MA) https://t.co/oSKKNYH0bm Forever Is Forgotten (39… https://t.co/CpvgaYYBoi","iondissonanceofficial 16 years ago at Club Marque (City in Massachusetts, MA) https://t.co/oSKKNYH0bm Forever Is Forgotten (39… https://t.co/CpvgaYYBoi"
"Medical Office Specialist - Salt Lake City, UT   https://t.co/Ccd9CzWUF9",medical,2,"Medical Office Specialist - Salt Lake City, UT https://t.co/Ccd9CzWUF9","Medical Office Specialist - Salt Lake City, UT https://t.co/Ccd9CzWUF9"
@flashfym What a troll. My tv does 120hz for my entertainment PC. My personal does 240 fps.,entertainment,1,@flashfym What a troll. My tv does 120hz for my entertainment PC. My personal does 240 fps.,@flashfym What a troll. My tv does 120hz for my entertainment PC. My personal does 240 fps.
"RT @johnpavlovitz: Anyone posting #NeverWarren gets blocked immediately.

That kind of nonsense tells me that you're really only concerned…",entertainment,1,RT @johnpavlovitz: Anyone posting #NeverWarren gets blocked immediately. That kind of nonsense tells me that you're really only concerned…,RT @johnpavlovitz: Anyone posting #NeverWarren gets blocked immediately. That kind of nonsense tells me that you're really only concerned…
RT @chartsblackpink: Korean media reports BLACKPINK is the only female group in history to gross over $1 million in one concert in four dif…,entertainment,1,RT @chartsblackpink: Korean media reports BLACKPINK(Girl group) is the only female group in history to gross over $1 million in one concert in four dif…,RT @chartsblackpink: Korean media reports Girl group is the only female group in history to gross over $1 million in one concert in four dif…
"RT @sidharth_shukla: #VoteForSid and the qualities listed below: 
Vote for- Versatility -Vulnerability -Valid Conversations -Vast entertain…",entertainment,1,RT @sidharth_shukla: #VoteForSid and the qualities listed below: Vote for- Versatility -Vulnerability -Valid Conversations -Vast entertain…,RT @sidharth_shukla: #VoteForSid and the qualities listed below: Vote for- Versatility -Vulnerability -Valid Conversations -Vast entertain…
RT @cnnbrk: This year's list of artists entering the Rock and Roll Hall of Fame is out. Four of the six picks were on the ballot for the fi…,entertainment,1,RT @cnnbrk: This year's list of artists entering the Rock and Roll Hall of Fame(American musician) is out. Four of the six picks were on the ballot for the fi…,RT @cnnbrk: This year's list of artists entering American musician is out. Four of the six picks were on the ballot for the fi…
RT @Saj_PakPassion: This is only the 2nd time in history that India has lost an ODI at home by 10 wickets. The only other occasion was in 2…,sports,0,RT @Saj_PakPassion: This is only the 2nd time in history that India has lost an ODI at home by 10 wickets. The only other occasion was in 2…,RT @Saj_PakPassion: This is only the 2nd time in history that India has lost an ODI at home by 10 wickets. The only other occasion was in 2…
